subject,predicate,object,target,relation,novelty
camera,display,television,picture,locatum_on,novel
InProcMessageBus,store,object,message,locatum_on,novel
inprocmessagebus,store,object,message,locatum_on,novel
auditor,seek,liability,cap,locatum_on,novel
telephone,put,utilization,cap,locatum_on,novel
alignment,prevent,body,joint,locatum_on,novel
ice,cover,New,ice,locatum_on,novel
York,launch,air,air,locatum_on,novel
Bauman,find,Facebook,picture,locatum_on,novel
Stanton,draw,India,picture,locatum_on,novel
man,use,iconography,man,locatum_on,novel
sponsor,beam,Western,message,locatum_on,novel
paper,title,garbage,lid,locatum_on,novel
Exchange,take,site,site,locatum_on,novel
receiver,see,stream,message,locatum_on,novel
receiver,see,stream,message,locatum_on,novel
ship,shed,sea,shed,locatum_on,novel
Barsamian,deliver,Diocese,message,locatum_on,novel
Vietnam,assume,January,chair,locatum_on,novel
note,cover,relation,fee,locatum_on,novel
people,walk,poverty,plank,locatum_on,novel
aunt,leave,Burdick,message,locatum_on,novel
-PRON-,share,site,site,locatum_on,novel
PRLC,provide,web,web,locatum_on,novel
Lizzy,replace,Scully,pill,locatum_on,novel
office,take,Shape,office,locatum_on,novel
office,take,Shape,office,locatum_on,novel
reporter,post,network,message,locatum_on,novel
reporter,post,network,message,locatum_on,novel
office,design,variety,office,locatum_on,novel
office,design,variety,office,locatum_on,novel
uncle,hang,home,uncle,locatum_on,novel
kid,write,bomb,message,locatum_on,novel
user,make,mspaint,card,locatum_on,novel
people,see,tv,shirt,locatum_on,novel
Putin,ease,demonstration,curb,locatum_on,novel
Martinenko,say,infuser,lid,locatum_on,novel
Ryan,shoot,guard,dart,locatum_on,novel
paper,add,process,carbon,locatum_on,novel
paper,add,process,carbon,locatum_on,novel
people,launch,sky,lantern,locatum_on,novel
organization,train,contingency,personnel,locatum_on,novel
organization,train,contingency,personnel,locatum_on,novel
cup,backend,syslog,message,locatum_on,novel
cup,backend,syslog,message,locatum_on,novel
death,leave,wall,message,locatum_on,novel
death,leave,wall,message,locatum_on,novel
School,plant,American,tree,locatum_on,novel
bead,fill,St.,tree,locatum_on,novel
bead,fill,St.,tree,locatum_on,novel
mother,keep,envelope,picture,locatum_on,novel
Bins,leave,Acer2332,message,locatum_on,novel
somebody,put,radio,message,locatum_on,novel
Nepal,take,tree,tree,locatum_on,novel
shirt,adorn,Chalsty,shirt,locatum_on,novel
lender,disclose,form,fee,locatum_on,novel
lender,disclose,form,fee,locatum_on,novel
personnel,take,Angel,personnel,locatum_on,novel
UPM,turn,diesel,tree,locatum_on,novel
water,clamp,run,lid,locatum_on,novel
Demi,slide,finger,ring,locatum_on,novel
House,send,Twitter,message,locatum_on,novel
adult,play,drawing,card,locatum_on,novel
adult,play,drawing,card,locatum_on,novel
path,succeed,reply,message,locatum_on,novel
path,succeed,reply,message,locatum_on,novel
method,seek,chaos,pattern,locatum_on,novel
Kagame,leave,Transform,message,locatum_on,novel
North,keep,hand,card,locatum_on,novel
Bennyhoff,present,behalf,gift,locatum_on,novel
nothing,shell,trip,shell,locatum_out,established
protection,shield,skin,skin,locatum_out,established
child,carry,loot,child,locatum_out,established
vitamin,prevent,skin,skin,locatum_out,established
juicer,extract,juice,juice,locatum_out,established
patient,remove,fish,fish,locatum_out,established
patient,remove,fish,fish,locatum_out,established
patient,remove,fish,fish,locatum_out,established
patient,remove,fish,fish,locatum_out,established
musician,change,scale,scale,locatum_out,established
musician,change,scale,scale,locatum_out,established
Nurse,pop,head,head,locatum_out,established
cutter,clip,head,head,locatum_out,established
Kennedy,blow,dust,dust,locatum_out,established
president,reveal,bone,bone,locatum_out,established
Cornish,bounce,head,head,locatum_out,established
opening,share,part,share,locatum_out,established
open,share,part,share,locatum_out,established
Bella,poke,head,head,locatum_out,established
researcher,study,bone,bone,locatum_out,established
researcher,study,bone,bone,locatum_out,established
melanin,protect,core,core,locatum_out,established
melanin,protect,core,core,locatum_out,established
people,take,part,people,locatum_out,established
Museum,remove,insect,room,locatum_out,established
Museum,remove,insect,room,locatum_out,established
shield,protect,skin,skin,locatum_out,established
juicer,extract,juice,juice,locatum_out,established
nurse,shake,head,nurse,locatum_out,established
thing,take,wind,wind,locatum_out,established
people,want,fish,people,locatum_out,established
cream,pasteurise,milk,cream,locatum_out,established
whitefly,suck,juice,juice,locatum_out,established
Kennicott,remove,wood,flower,locatum_out,established
cunt,slobber,juice,juice,locatum_out,established
cunt,slobber,juice,juice,locatum_out,established
fiber,lift,dust,dust,locatum_out,established
head,caress,dust,head,locatum_out,established
David,lift,head,head,locatum_out,established
nun,use,wool,lamb,locatum_out,established
Keiko,raise,head,head,locatum_out,established
extract,protect,skin,skin,locatum_out,established
wind,keep,sweat,wind,locatum_out,established
staff,take,part,branch,locatum_out,established
people,eat,part,people,locatum_out,established
people,eat,part,people,locatum_out,established
truck,ferry,stone,truck,locatum_out,established
rod,catch,fish,fish,locatum_out,established
Barbara,take,milk,milk,locatum_out,established
baby,desire,milk,baby,locatum_out,established
people,free,brain,people,locatum_out,established
Strauss,land,fish,land,locatum_out,established
child,drink,milk,child,locatum_out,established
child,drink,milk,child,locatum_out,established
penguin,eat,fish,fish,locatum_out,established
penguin,eat,fish,fish,locatum_out,established
hand,squeeze,milk,hand,locatum_out,established
everyone,keep,head,head,locatum_out,established
Barnabas,shake,dust,dust,locatum_out,established
ISIS,cut,top,top,locatum_out,established
glacier,shear,top,top,locatum_out,established
glacier,shear,top,top,locatum_out,established
man,wipe,sweat,man,locatum_out,established
man,wipe,sweat,man,locatum_out,established
fire,burn,skin,fire,locatum_out,established
Natalie,lean,head,head,locatum_out,established
Gu,protect,brain,brain,locatum_out,established
legislation,argue,wind,wind,locatum_out,established
legislation,argue,wind,wind,locatum_out,established
James,wipe,sweat,sweat,locatum_out,established
house,lift,head,house,locatum_out,established
house,lift,head,house,locatum_out,established
villager,take,milk,milk,locatum_out,established
mill,get,wood,mill,locatum_out,established
woman,lift,stone,stone,locatum_out,established
woman,lift,stone,stone,locatum_out,established
Azumi,feel,wind,wind,locatum_out,established
Josh,shake,head,head,locatum_out,established
Bear,swing,head,head,locatum_out,established
Bear,swing,head,head,locatum_out,established
Tracy,steal,part,bicycle,locatum_out,established
Kirsty,exfoliate,skin,skin,locatum_out,established
Kaoru,lift,head,head,locatum_out,established
apostle,shake,dust,dust,locatum_out,established
PTMSC,receive,bone,bone,locatum_out,established
society,take,milk,milk,locatum_out,established
Federation,procure,fish,fish,locatum_out,established
Federation,procure,fish,fish,locatum_out,established
life,expire,stone,stone,locatum_out,established
student,weed,one,weed,locatum_out,established
light,examine,dust,dust,locatum_out,established
Schulte,use,bone,bone,locatum_out,established
-PRON-,take,part,air,locatum_out,established
Smith,take,part,air,locatum_out,established
caulder,rip,head,head,locatum_out,established
collector,remove,dust,dust,locatum_out,established
school,take,part,school,locatum_out,established
school,take,part,school,locatum_out,established
Dolohov,withdraw,head,head,locatum_out,established
Fudge,remove,head,head,locatum_out,established
student,split,part,log,locatum_out,established
savage,give,wood,tree,locatum_out,established
savage,give,wood,tree,locatum_out,established
nothing,shell,trip,shell,locatum_out,established
protection,shield,skin,skin,locatum_out,established
child,carry,loot,child,locatum_out,established
vitamin,prevent,skin,skin,locatum_out,established
juicer,extract,juice,juice,locatum_out,established
patient,remove,fish,fish,locatum_out,established
patient,remove,fish,fish,locatum_out,established
patient,remove,fish,fish,locatum_out,established
patient,remove,fish,fish,locatum_out,established
musician,change,scale,scale,locatum_out,established
musician,change,scale,scale,locatum_out,established
Nurse,pop,head,head,locatum_out,established
cutter,clip,head,head,locatum_out,established
Kennedy,blow,dust,dust,locatum_out,established
president,reveal,bone,bone,locatum_out,established
Cornish,bounce,head,head,locatum_out,established
opening,share,part,share,locatum_out,established
open,share,part,share,locatum_out,established
Bella,poke,head,head,locatum_out,established
researcher,study,bone,bone,locatum_out,established
researcher,study,bone,bone,locatum_out,established
melanin,protect,core,core,locatum_out,established
melanin,protect,core,core,locatum_out,established
people,take,part,people,locatum_out,established
Museum,remove,insect,room,locatum_out,established
Museum,remove,insect,room,locatum_out,established
shield,protect,skin,skin,locatum_out,established
juicer,extract,juice,juice,locatum_out,established
nurse,shake,head,nurse,locatum_out,established
thing,take,wind,wind,locatum_out,established
people,want,fish,people,locatum_out,established
cream,pasteurise,milk,cream,locatum_out,established
whitefly,suck,juice,juice,locatum_out,established
Kennicott,remove,wood,flower,locatum_out,established
cunt,slobber,juice,juice,locatum_out,established
cunt,slobber,juice,juice,locatum_out,established
fiber,lift,dust,dust,locatum_out,established
head,caress,dust,head,locatum_out,established
David,lift,head,head,locatum_out,established
nun,use,wool,lamb,locatum_out,established
Keiko,raise,head,head,locatum_out,established
extract,protect,skin,skin,locatum_out,established
wind,keep,sweat,wind,locatum_out,established
staff,take,part,branch,locatum_out,established
people,eat,part,people,locatum_out,established
people,eat,part,people,locatum_out,established
truck,ferry,stone,truck,locatum_out,established
rod,catch,fish,fish,locatum_out,established
Barbara,take,milk,milk,locatum_out,established
baby,desire,milk,baby,locatum_out,established
people,free,brain,people,locatum_out,established
Strauss,land,fish,land,locatum_out,established
child,drink,milk,child,locatum_out,established
child,drink,milk,child,locatum_out,established
penguin,eat,fish,fish,locatum_out,established
penguin,eat,fish,fish,locatum_out,established
hand,squeeze,milk,hand,locatum_out,established
everyone,keep,head,head,locatum_out,established
Barnabas,shake,dust,dust,locatum_out,established
ISIS,cut,top,top,locatum_out,established
glacier,shear,top,top,locatum_out,established
glacier,shear,top,top,locatum_out,established
man,wipe,sweat,man,locatum_out,established
man,wipe,sweat,man,locatum_out,established
fire,burn,skin,fire,locatum_out,established
Natalie,lean,head,head,locatum_out,established
Gu,protect,brain,brain,locatum_out,established
legislation,argue,wind,wind,locatum_out,established
legislation,argue,wind,wind,locatum_out,established
James,wipe,sweat,sweat,locatum_out,established
house,lift,head,house,locatum_out,established
house,lift,head,house,locatum_out,established
villager,take,milk,milk,locatum_out,established
mill,get,wood,mill,locatum_out,established
woman,lift,stone,stone,locatum_out,established
woman,lift,stone,stone,locatum_out,established
Azumi,feel,wind,wind,locatum_out,established
Josh,shake,head,head,locatum_out,established
Bear,swing,head,head,locatum_out,established
Bear,swing,head,head,locatum_out,established
Tracy,steal,part,bicycle,locatum_out,established
Kirsty,exfoliate,skin,skin,locatum_out,established
Kaoru,lift,head,head,locatum_out,established
apostle,shake,dust,dust,locatum_out,established
PTMSC,receive,bone,bone,locatum_out,established
society,take,milk,milk,locatum_out,established
Federation,procure,fish,fish,locatum_out,established
Federation,procure,fish,fish,locatum_out,established
life,expire,stone,stone,locatum_out,established
student,weed,one,weed,locatum_out,established
light,examine,dust,dust,locatum_out,established
Schulte,use,bone,bone,locatum_out,established
-PRON-,take,part,air,locatum_out,established
Smith,take,part,air,locatum_out,established
