utterance,year,relation,target,object,verb
replace_vvd the_at bell_nn1 on_ii the_at counter_nn1 ,1965,location_on,counter,bell,replace
lay_vvd his_appge lunch_nn1 on_ii the_at counter_nn1 ,1965,location_on,counter,lunch,lay
drum_vvd his_appge finger_nn2 on_ii the_at counter_nn1 ,1966,location_on,counter,finger,drum
put_vvd her_appge purse_nn1 on_ii the_at counter_nn1 ,1966,location_on,counter,purse,put
throw_vvd a_at1 bill_nn1 on_ii the_at counter_nn1 ,1967,location_on,counter,bill,throw
leave_vvd_vvn the_at money_nn1 on_ii the_at counter_nn1 ,1967,location_on,counter,money,leave
get_vvd linoleum_nn1 on_ii the_at counter_nn1 ,1967,location_on,counter,linoleum,get
lay_vvz the_at quarter_nn1 on_ii the_at counter_nn1 ,1968,location_on,counter,quarter,lay
lean_vvd his_appge arm_nn2 on_ii the_at counter_nn1 ,1968,location_on,counter,arm,lean
put_vv0_vvd the_at money_nn1 on_ii the_at counter_nn1 ,1969,location_on,counter,money,put
empty_vvz his_appge pocket_nn2 on_ii the_at counter_nn1 ,1969,location_on,counter,pocket,empty
slap_vvz a_at1 bill_nn1 on_ii the_at counter_nn1 ,1969,location_on,counter,bill,slap
lean_vvd his_appge elbow_nn2 on_ii the_at counter_nn1 ,1969,location_on,counter,elbow,lean
put_vv0_vvd the_at cane_nn1 on_ii the_at counter_nn1 ,1969,location_on,counter,cane,put
put_vv0_vvd the_at money_nn1 on_ii the_at counter_nn1 ,1969,location_on,counter,money,put
regard_vvz the_at deputy_nn1 as_ii a_at1 counter_nn1 ,1969,agent,counter,deputy,regard
drop_vvd the_at money_nn1 on_ii the_at counter_nn1 ,1969,location_on,counter,money,drop
set_vvz the_at cup_nn1 on_ii the_at counter_nn1 ,1970,location_on,counter,cup,set
drop_vvd a_at1 quarter_nn1 on_ii the_at counter_nn1 ,1970,location_on,counter,quarter,drop
be_vbdz a_at1 mirror_nn1 on_ii the_at counter_nn1 ,1971,location_on,counter,mirror,be
put_vvd the_at cleat_nn2 on_ii the_at counter_nn1 ,1973,location_on,counter,cleat,put
put_vv0_vvd_vvn the_at food_nn1 on_ii the_at counter_nn1 ,1974,location_on,counter,food,put
stack_vvn his_appge purchase_nn2 on_ii the_at counter_nn1 ,1974,location_on,counter,purchase,stack
drop_vvd_vvn quarter_nn2 onto_ii the_at counter_nn1 ,1974,location_on,counter,quarter,drop
twist_vvd his_appge beer_nn1 on_ii the_at counter_nn1 ,1974,location_on,counter,beer,twist
drop_vvd a_at1 quarter_nn1 on_ii the_at counter_nn1 ,1975,location_on,counter,quarter,drop
toss_vvd his_appge cap_nn1 onto_ii the_at counter_nn1 ,1975,location_on,counter,cap,toss
put_vvd his_appge glass_nn2 on_ii the_at counter_nn1 ,1975,location_on,counter,glass,put
throw_vvd the_at package_nn1 on_ii the_at counter_nn1 ,1975,location_on,counter,package,throw
put_vvd_vv0 his_appge wallet_nn1 on_ii the_at counter_nn1 ,1976,location_on,counter,wallet,put
rest_vvz his_appge elbow_nn1 on_ii the_at counter_nn1 ,1976,location_on,counter,elbow,rest
set_vvd the_at package_nn1 on_ii the_at counter_nn1 ,1976,location_on,counter,package,set
set_vvz the_at bag_nn1 on_ii the_at counter_nn1 ,1977,location_on,counter,bag,set
slide_vvz a_at1 quarter_nn1 onto_ii the_at counter_nn1 ,1977,location_on,counter,quarter,slide
leave_vvd his_appge payment_nn1 on_ii the_at counter_nn1 ,1977,location_on,counter,payment,leave
throw_vvd her_appge purse_nn1 on_ii the_at counter_nn1 ,1978,location_on,counter,purse,throw
lean_vvg his_appge elbow_nn2 on_ii the_at counter_nn1 ,1978,location_on,counter,elbow,lean
slap_vvd his_appge rag_nn1 on_ii the_at counter_nn1 ,1979,location_on,counter,rag,slap
slap_vvd the_at recorder_nn1 on_ii the_at counter_nn1 ,1980,location_on,counter,recorder,slap
set_vv0_vvd the_at container_nn2 on_ii the_at counter_nn1 ,1980,location_on,counter,container,set
tap_vvd his_appge cigarette_nn1 on_ii the_at counter_nn1 ,1980,location_on,counter,cigarette,tap
lay_vvd the_at guitar_nn1 on_ii the_at counter_nn1 ,1984,location_on,counter,guitar,lay
lay_vvg the_at cartridge_nn1 on_ii a_at1 counter_nn1 ,1986,location_on,counter,cartridge,lay
lean_vvd his_appge elbow_nn2 on_ii the_at counter_nn1 ,1989,location_on,counter,elbow,lean
rest_vvg his_appge elbow_nn2 on_ii the_at counter_nn1 ,1990,location_on,counter,elbow,rest
bang_vv0 my_appge hand_nn2 on_ii the_at counter_nn1 ,1991,location_on,counter,hand,bang
leave_vvd her_appge newspaper_nn1 on_ii the_at counter_nn1 ,1991,location_on,counter,newspaper,leave
hit_vvd_vvn the_at bell_nn1 on_ii his_appge counter_nn1 ,1992,location_on,counter,bell,hit
slap_vvg a_at1 dollar_nnu1 on_ii the_at counter_nn1 ,1992,location_on,counter,dollar,slap
leave_vvd the_at cigarette_nn2 on_ii the_at counter_nn1 ,1992,location_on,counter,cigarette,leave
tap_vvd the_at scarf_nn1 on_ii the_at counter_nn1 ,1993,location_on,counter,scarf,tap
scoop_vvd the_at key_nn1_jj from_ii the_at counter_nn1 ,1993,location_out,counter,key,scoop
set_vvd her_appge purse_nn1 on_ii the_at counter_nn1 ,1993,location_on,counter,purse,set
leave_vvd the_at lettuce_nn1 on_ii the_at counter_nn1 ,1993,location_on,counter,lettuce,leave
complete_vvd the_at move_nn1 from_ii the_at counter_nn1 ,1993,location_out,counter,move,complete
place_vvd her_appge bag_nn2 on_ii the_at counter_nn1 ,1993,location_on,counter,bag,place
watch_vvi the_at tv_nn1 on_ii the_at counter_nn1 ,1993,location_on,counter,tv,watch
leave_vvd money_nn1 on_ii the_at counter_nn1 ,1994,location_on,counter,money,leave
put_vvd his_appge hand_nn1 on_ii the_at counter_nn1 ,1994,location_on,counter,hand,put
set_vv0_vvd the_at slide_nn1 on_ii the_at counter_nn1 ,1994,location_on,counter,slide,set
set_vv0_vvd the_at receiver_nn1 on_ii the_at counter_nn1 ,1994,location_on,counter,receiver,set
slam_vvz a_at1 fist_nn1 on_ii the_at counter_nn1 ,1994,location_on,counter,fist,slam
put_vvz the_at gun_nn1 on_ii the_at counter_nn1 ,1995,location_on,counter,gun,put
prop_vvg her_appge elbow_nn2 on_ii the_at counter_nn1 ,1995,location_on,counter,elbow,prop
break_vvg rock_nn2 on_ii the_at counter_nn1 ,1995,location_on,counter,rock,break
slap_vvd the_at coin_nn1 onto_ii the_at counter_nn1 ,1996,location_on,counter,coin,slap
put_vvg money_nn1 on_ii the_at counter_nn1 ,1997,location_on,counter,money,put
write_vvi your_appge name_nn1 on_ii the_at counter_nn1 ,1997,location_on,counter,name,write
be_vbdz a_at1 lamp_nn1 on_ii the_at counter_nn1 ,1998,location_on,counter,lamp,be
set_vv0_vvd the_at bottle_nn1 on_ii the_at counter_nn1 ,1998,location_on,counter,bottle,set
leave_vvn direction_nn2 on_ii the_at counter_nn1 ,1998,location_on,counter,direction,leave
put_vvz her_appge hand_nn2 on_ii the_at counter_nn1 ,1999,location_on,counter,hand,put
knead_vvg dough_nn1 on_ii the_at counter_nn1 ,1999,location_on,counter,dough,knead
spot_vvn a_at1 jar_nn1 on_ii the_at counter_nn1 ,1999,location_on,counter,jar,spot
put_vvd a_at1 coin_nn1 on_ii the_at counter_nn1 ,1999,location_on,counter,coin,put
put_vvd the_at postcard_nn1 on_ii the_at counter_nn1 ,1999,location_on,counter,postcard,put
set_vvd the_at kettle_nn1 on_ii the_at counter_nn1 ,2000,location_on,counter,kettle,set
leave_vvg the_at carton_nn1 on_ii the_at counter_nn1 ,2000,location_on,counter,carton,leave
leave_vvn_vvd a_at1 tenner_nn1 on_ii the_at counter_nn1 ,2000,location_on,counter,tenner,leave
place_vvd my_appge hand_nn2 on_ii the_at counter_nn1 ,2001,location_on,counter,hand,place
drop_vvg the_at envelope_nn1 on_ii the_at counter_nn1 ,2001,location_on,counter,envelope,drop
see_vvd the_at file_nn2 on_ii the_at counter_nn1 ,2001,location_on,counter,file,see
notice_vvd a_at1 lighter_nn1_jjr on_ii the_at counter_nn1 ,2002,location_on,counter,lighter,notice
leave_vvi the_at key_nn2 on_ii the_at counter_nn1 ,2002,location_on,counter,key,leave
spread_vvg_jj picture_nn2 on_ii the_at counter_nn1 ,2002,location_on,counter,picture,spread
leave_vv0 the_at cup_nn1 on_ii the_at counter_nn1 ,2003,location_on,counter,cup,leave
slide_vvd the_at box_nn1 from_ii the_at counter_nn1 ,2003,location_out,counter,box,slide
be_vbdz a_at1 bell_nn1 on_ii the_at counter_nn1 ,2003,location_on,counter,bell,be
lean_vvd her_appge elbow_nn1 on_ii the_at counter_nn1 ,2003,location_on,counter,elbow,lean
jj_vvg slosh_nn2 onto_ii the_at counter_nn1 ,2004,location_on,counter,slosh,jj
put_vvd_vv0 your_appge bag_nn2 on_ii the_at counter_nn1 ,2004,location_on,counter,bag,put
put_vvd the_at stick_nn1 on_ii the_at counter_nn1 ,2006,location_on,counter,stick,put
stack_vvi parcel_nn2 on_ii the_at counter_nn1 ,2006,location_on,counter,parcel,stack
set_vvd the_at bag_nn2 on_ii the_at counter_nn1 ,2006,location_on,counter,bag,set
drop_vv0 my_appge purse_nn1 on_ii the_at counter_nn1 ,2007,location_on,counter,purse,drop
put_vvd the_at phone_nn1 on_ii the_at counter_nn1 ,2007,location_on,counter,phone,put
drop_vvd her_appge skillet_nn1 on_ii the_at counter_nn1 ,2007,location_on,counter,skillet,drop
throw_vvd his_appge book_nn2 on_ii the_at counter_nn1 ,2007,location_on,counter,book,throw
set_vvd the_at grocery_nn2 on_ii the_at counter_nn1 ,2007,location_on,counter,grocery,set
leave_vvn direction_nn2 on_ii the_at counter_nn1 ,2007,location_on,counter,direction,leave
set_vvg the_at bundle_nn1 on_ii the_at counter_nn1 ,2007,location_on,counter,bundle,set
put_vvd the_at box_nn1 on_ii the_at counter_nn1 ,2008,location_on,counter,box,put
drop_vvd his_appge chart_nn2 onto_ii the_at counter_nn1 ,2008,location_on,counter,chart,drop
drop_vvz the_at bag_nn2 on_ii the_at counter_nn1 ,2008,location_on,counter,bag,drop
smack_vvd the_at glass_nn1 on_ii the_at counter_nn1 ,2009,location_on,counter,glass,smack
place_vvg_nn1 napkin_nn2 on_ii the_at counter_nn1 ,2009,location_on,counter,napkin,place
leave_vvd the_at poster_nn1 on_ii the_at counter_nn1 ,2009,location_on,counter,poster,leave
leave_vvn her_appge sunglass_nn2 on_ii his_appge counter_nn1 ,2009,location_on,counter,sunglass,leave
set_vvd the_at bouquet_nn1 on_ii the_at counter_nn1 ,2009,location_on,counter,bouquet,set
set_vv0_vvd my_appge backpack_nn1 on_ii the_at counter_nn1 ,2009,location_on,counter,backpack,set
snatch_vvd my_appge bag_nn1 from_ii the_at counter_nn1 ,2009,location_out,counter,bag,snatch
drop_vvd her_appge key_nn1_jj onto_ii the_at counter_nn1 ,2009,location_on,counter,key,drop
place_vvd the_at bill_nn1 on_ii the_at counter_nn1 ,2009,location_on,counter,bill,place
be_vbz coffee_nn1 on_ii the_at counter_nn1 ,2009,location_on,counter,coffee,be
lift_vvd his_appge head_nn1 from_ii the_at cover_nn1 ,1826,location_out,cover,head,lift
venture_vvd_vvn his_appge head_nn1 from_ii its_appge cover_nn1 ,1826,location_out,cover,head,venture
tear_vvd the_at cover_nn2 from_ii the_at back_nn2 ,1833,locatum_out,cover,back,tear
cross_vvd his_appge spectacle_nn2 on_ii its_appge cover_nn1 ,1836,location_on,cover,spectacle,cross
extricate_vvn his_appge horse_nn1 from_ii the_at cover_nn1 ,1841,location_out,cover,horse,extricate
put_vvd the_at cover_nn1 on_ii the_at box_nn1 ,1854,locatum_on,cover,box,put
lay_vvd her_appge finger_nn1 on_ii the_at cover_nn1 ,1854,location_on,cover,finger,lay
lift_vvd the_at cover_nn1 from_ii the_at basket_nn1 ,1854,locatum_out,cover,basket,lift
dislodge_vvi marjoribanks_nn2_np1 from_ii his_appge cover_nn1 ,1856,location_out,cover,marjoribanks,dislodge
put_vv0_vvd the_at cover_nn2 on_ii the_at furniture_nn1 ,1861,locatum_on,cover,furniture,put
sew_vv0 the_at cover_nn1 on_ii the_at handle_nn1 ,1870,locatum_on,cover,handle,sew
use_vvi the_at term_nn1 as_ii_csa a_at1 cover_nn1 ,1871,agent,cover,term,use
watch_vv0 her_appge light_nn1_jj from_ii his_appge cover_nn1 ,1875,location_out,cover,light,watch
put_vvd_vv0_vvn a_at1 cover_nn1 on_ii the_at pan_nn1 ,1880,locatum_on,cover,pan,put
read_vvi the_at title_nn1 on_ii the_at cover_nn1 ,1881,location_on,cover,title,read
hear_vvd the_at cover_nn1 on_ii the_at crock_nn1 ,1883,locatum_on,cover,crock,hear
write_vvd an_at1 address_nn1 on_ii the_at cover_nn1 ,1884,location_on,cover,address,write
be_vbz a_at1 box_nn1 with_iw a_at1 cover_nn1 ,1885,instrument,cover,box,be
slap_vvz the_at cover_nn1 on_ii the_at end_nn1 ,1888,locatum_on,cover,end,slap
lift_vvd the_at cover_nn1 from_ii a_at1 box_nn1 ,1889,locatum_out,cover,box,lift
observe_vvg their_appge movement_nn2 from_ii the_at cover_nn1 ,1890,location_out,cover,movement,observe
take_vvg the_at cover_nn1 from_ii her_appge typewriter_nn1 ,1891,locatum_out,cover,typewriter,take
clap_vvz the_at cover_nn1 on_ii the_at lens_nn1 ,1892,locatum_on,cover,lens,clap
remove_vvd the_at cover_nn1 from_ii the_at end_nn1 ,1892,locatum_out,cover,end,remove
replace_vvd the_at cover_nn1 on_ii the_at box_nn1 ,1893,locatum_on,cover,box,replace
shed_vvg their_appge cover_nn2 from_ii the_at mule_nn2 ,1894,locatum_out,cover,mule,shed
drive_vvg the_at rabbit_nn2 from_ii their_appge cover_nn2 ,1896,location_out,cover,rabbit,drive
rouse_vvi the_at savage_nn2 from_ii their_appge cover_nn1 ,1896,location_out,cover,savage,rouse
feel_vvd the_at cover_nn1 on_ii the_at bed_nn1 ,1900,locatum_on,cover,bed,feel
view_vvd life_nn1 through_ii the_at cover_nn2 ,1900,instrument,cover,life,view
fling_vvg the_at cover_nn1 on_ii the_at floor_nn1 ,1900,locatum_on,cover,floor,fling
use_vvg the_at law_nn1 as_ii_csa the_at cover_nn1 ,1901,agent,cover,law,use
catch_vvn a_at1 word_nn1 on_ii the_at cover_nn1 ,1907,location_on,cover,word,catch
make_vvi the_at girl_nn1 on_ii the_at cover_nn1 ,1908,location_on,cover,girl,make
contemplate_vvg the_at picture_nn1 on_ii the_at cover_nn1 ,1914,location_on,cover,picture,contemplate
peel_vvg the_at cover_nn1 from_ii his_appge umbrella_nn1 ,1914,locatum_out,cover,umbrella,peel
put_vvd the_at cover_nn1 on_ii the_at bucket_nn1 ,1916,locatum_on,cover,bucket,put
find_vvi cover_nn1_vv0 on_ii the_at ship_nn1 ,1916,locatum_on,cover,ship,find
wrench_vvd the_at cover_nn1 from_ii the_at box_nn1 ,1916,locatum_out,cover,box,wrench
remove_vvd the_at cover_nn1 from_ii the_at tin_nn1 ,1917,locatum_out,cover,tin,remove
put_vvi the_at cover_nn1 on_ii the_at sew_nn1 ,1917,locatum_on,cover,sew,put
arrange_vv0 the_at cover_nn2 on_ii the_at couch_nn1 ,1921,locatum_on,cover,couch,arrange
be_vbdz hell_nn1 with_iw the_at cover_nn1 ,1921,instrument,cover,hell,be
leave_vvg the_at cover_nn1 on_ii the_at floor_nn1 ,1921,locatum_on,cover,floor,leave
keep_vvi the_at cover_nn1 on_ii the_at sofa_nn1 ,1922,locatum_on,cover,sofa,keep
throw_vvg the_at cover_nn1 from_ii his_appge head_nn1 ,1928,locatum_out,cover,head,throw
push_vvd_vvn a_at1 cart_nn1 as_ii_csa a_at1 cover_nn1 ,1930,agent,cover,cart,push
read_vvi the_at name_nn2 on_ii the_at cover_nn2 ,1931,location_on,cover,name,read
tire_vv0 valve_nn1 on_ii the_at cover_nn1 ,1931,location_on,cover,valve,tire
whisk_vvd_vvn the_at cover_nn2 from_ii the_at food_nn1 ,1931,locatum_out,cover,food,whisk
change_vvi the_at cover_nn1 on_ii your_appge bunk_nn1 ,1932,locatum_on,cover,bunk,change
write_vvz his_appge name_nn1 on_ii the_at cover_nn1 ,1934,location_on,cover,name,write
throw_vvg the_at cover_nn1 from_ii his_appge head_nn1 ,1934,locatum_out,cover,head,throw
throw_vvg the_at cover_nn1 from_ii his_appge head_nn1 ,1934,locatum_out,cover,head,throw
put_vvg the_at cover_nn1 on_ii the_at engine_nn1 ,1935,locatum_on,cover,engine,put
might_vm tree_nn1 from_ii the_at cover_nn1 ,1936,location_out,cover,tree,might
remove_vvd the_at cover_nn1 from_ii a_at1 dish_nn1 ,1938,locatum_out,cover,dish,remove
remove_vvd the_at cover_nn1 from_ii a_at1 dish_nn1 ,1938,locatum_out,cover,dish,remove
strip_vvg the_at cover_nn2 from_ii the_at bed_nn1 ,1940,locatum_out,cover,bed,strip
lift_vvd the_at cover_nn1 from_ii his_appge dish_nn1 ,1940,locatum_out,cover,dish,lift
take_vvg cover_nn1_vv0 on_ii the_at edge_nn1 ,1941,locatum_on,cover,edge,take
put_vv0_vvd_vvn cover_nn2 on_ii the_at cage_nn2 ,1941,locatum_on,cover,cage,put
close_vvd the_at cover_nn1 on_ii the_at card_nn1 ,1943,locatum_on,cover,card,close
unscrew_vvd the_at cover_nn1 from_ii the_at canteen_nn1 ,1944,locatum_out,cover,canteen,unscrew
lift_vvd the_at cover_nn1 from_ii the_at face_nn1 ,1944,locatum_out,cover,face,lift
have_vhi a_at1 movie_nn1 on_ii the_at cover_nn1 ,1944,location_on,cover,movie,have
close_vvd the_at cover_nn1 on_ii the_at family_nn1 ,1944,locatum_on,cover,family,close
put_vvn an_at1 athlete_nn1 on_ii its_appge cover_nn1 ,1945,location_on,cover,athlete,put
hit_vvi every_at1 cover_nn1 on_ii the_at stand_nn2 ,1947,locatum_on,cover,stand,hit
give_vvd cover_nn1 from_ii the_at sun_nn1 ,1947,locatum_out,cover,sun,give
be_vbdz no_at cover_nn1 on_ii the_at ridge_nn1 ,1948,locatum_on,cover,ridge,be
be_vbdz the_at cover_nn1 on_ii the_at bed_nn1 ,1948,locatum_on,cover,bed,be
purchase_vvn a_at1 painting_nn1 as_ii_csa a_at1 cover_nn1 ,1948,agent,cover,painting,purchase
put_vv0_vvd people_nn on_ii the_at cover_nn1 ,1949,location_on,cover,people,put
strip_vvz_nn2 the_at cover_nn1 from_ii his_appge pipe_nn1 ,1949,locatum_out,cover,pipe,strip
judge_vvi a_at1 book_nn1 by_ii its_appge cover_nn1 ,1949,instrument,cover,book,judge
lift_vvd_vvn the_at cover_nn1 from_ii his_appge typewriter_nn1 ,1950,locatum_out,cover,typewriter,lift
take_vvg cover_nn1_vv0 on_ii the_at canal_nn1 ,1952,locatum_on,cover,canal,take
pull_vvi the_at heartstring_nn2 on_ii the_at cover_nn1 ,1952,location_on,cover,heartstring,pull
jj_vvg oak_nn1 on_ii your_appge cover_nn1 ,1954,location_on,cover,oak,jj
pry_vvd the_at cover_nn1 from_ii his_appge tinderbox_nn1 ,1956,locatum_out,cover,tinderbox,pry
rip_vvd the_at cover_nn2 from_ii his_appge bed_nn1 ,1958,locatum_out,cover,bed,rip
put_vvd the_at cover_nn1 on_ii his_appge tube_nn1 ,1958,locatum_on,cover,tube,put
translate_vvi the_at slogan_nn1 on_ii the_at cover_nn1 ,1959,location_on,cover,slogan,translate
lie_vvg limp_nn1_jj on_ii the_at cover_nn1 ,1960,location_on,cover,limp,lie
lift_vvd the_at cover_nn1 from_ii the_at toast_nn1 ,1961,locatum_out,cover,toast,lift
take_vvi the_at cover_nn1 from_ii the_at typewriter_nn1 ,1962,locatum_out,cover,typewriter,take
knot_vvd his_appge hand_nn2 on_ii the_at cover_nn2 ,1962,location_on,cover,hand,knot
use_vvd_vvn her_appge picture_nn1 on_ii the_at cover_nn1 ,1963,location_on,cover,picture,use
tell_vvi the_at book_nn1 by_ii the_at cover_nn1 ,1965,instrument,cover,book,tell
jj_vvn cover_nn2 on_ii the_at bedside_nn1 ,1965,locatum_on,cover,bedside,jj
honor_vvg the_at craft_nn1 with_iw your_appge cover_nn1 ,1965,instrument,cover,craft,honor
use_vvi my_appge picture_nn1 on_ii the_at cover_nn1 ,1965,location_on,cover,picture,use
tell_vvi a_at1 book_nn1 by_ii its_appge cover_nn1 ,1965,instrument,cover,book,tell
do_vdd the_at cover_nn1 on_ii the_at peace_nn1 ,1966,locatum_on,cover,peace,do
put_vvi your_appge name_nn1 on_ii the_at cover_nn1 ,1966,location_on,cover,name,put
put_vvi your_appge name_nn1 on_ii the_at cover_nn1 ,1966,location_on,cover,name,put
lift_vvd the_at cover_nn2 from_ii his_appge body_nn1 ,1966,locatum_out,cover,body,lift
get_vvg the_at cover_nn2 on_ii the_at ricks_nn2 ,1967,locatum_on,cover,ricks,get
print_vvi your_appge picture_nn1 on_ii the_at cover_nn1 ,1967,location_on,cover,picture,print
carry_vvn his_appge picture_nn1 on_ii its_appge cover_nn1 ,1967,location_on,cover,picture,carry
place_vvd the_at tray_nn1 on_ii the_at cover_nn2 ,1969,location_on,cover,tray,place
put_vvd the_at cover_nn1 on_ii her_appge typewriter_nn1 ,1969,locatum_on,cover,typewriter,put
draw_vvd the_at cover_nn2 on_ii his_appge chest_nn1 ,1972,locatum_on,cover,chest,draw
draw_vvd the_at cover_nn2 on_ii his_appge chest_nn1 ,1972,locatum_on,cover,chest,draw
survey_vvg the_at field_nn1 from_ii the_at cover_nn1 ,1973,location_out,cover,field,survey
be_vbn a_at1 marvel_nn1 on_ii your_appge cover_nn1 ,1975,location_on,cover,marvel,be
use_vvg the_at reorganization_nn1 as_ii_csa a_at1 cover_nn1 ,1975,agent,cover,reorganization,use
find_vvi cover_nn1_vv0 from_ii a_at1 rifle_nn1 ,1979,locatum_out,cover,rifle,find
carry_vvd_vvn the_at year_nnt1 on_ii the_at cover_nn1 ,1979,location_on,cover,year,carry
put_vvi the_at cover_nn1 on_ii her_appge jaw_nn1 ,1979,locatum_on,cover,jaw,put
see_vvi my_appge picture_nn1 on_ii the_at cover_nn1 ,1980,location_on,cover,picture,see
